日期,收付手段,金额,收付类型,类型明细,备注,yyyymm
2021/2/8 00:00,电子钱包余额,1.95,财务费用开支,金融手续费与罚款,1950提现手续费,202102
2021/2/9 00:00,电子钱包余额,254.04,负债类减记,银行借款还款,美团借钱2月账单还款,202102
2021/2/9 00:00,电子钱包余额,6.4,文娱游购开支,饮食游乐费,从阳光一百打车回家,202102
2021/2/9 00:00,电子钱包余额,97.76,负债类减记,银行借款还款,花呗_131 1月账单还款,202102
2021/2/9 00:00,电子钱包余额,520.12,负债类减记,银行借款还款,花呗_qhq 1月账单还款,202102
2021/2/9 00:00,电子钱包余额,500.58,负债类减记,银行借款还款,网商贷 2月账单还款,202102
2021/2/9 00:00,电子钱包余额,800.99,负债类减记,账单还款,信用卡 2月账单还款,202102
2021/2/11 00:00,电子钱包余额,1000,负债类增记,银行借款,招联1000元借款,202102
2021/2/11 00:00,电子钱包余额,87,生活必要开支,伙食费,蘑菇、辣椒,202102
2021/2/11 00:00,电子钱包余额,436,生活必要开支,伙食费,羊肉,202102
2021/2/11 00:00,电子钱包余额,340,生活必要开支,伙食费,猪肉,202102
2021/2/11 00:00,电子钱包余额,73,生活必要开支,伙食费,豆腐、青菜、青椒西红柿、饮料,202102
2021/2/11 00:00,电子钱包余额,-90,资产类支出,应收账款,老哥还我钱,202102
2021/2/12 00:00,电子钱包余额,450,其他收入,其他收入,过年红包，老爸三叔四叔100，奶奶老哥阿梁叔50,202102
2021/2/12 00:00,电子钱包余额,1.57,其他收入,其他收入,过年互发红包,202102
2021/2/15 00:00,电子钱包余额,460.64,负债类减记,银行借款还款,招联本期还款,202102
2021/2/15 00:00,账务处理,-0.2,财务费用开支,金融利息支出,支付宝付款抵扣，抵扣利息支出,202102
2021/2/15 00:00,电子钱包余额,13.07,其他收入,其他收入,过年群红包,202102
2021/2/16 00:00,广发卡,45,文娱游购开支,饮食游乐费,请卓喝饮料，两杯,202102
2021/2/16 00:00,广发卡,498,生活必要开支,必要着装费,添置两件衣服,202102
2021/2/16 00:00,广发卡,500,资产类支出,其他资产类支出,谭鸭血储值,202102
2021/2/16 00:00,账务处理,237,文娱游购开支,饮食游乐费,请卓吃谭鸭血,202102
2021/2/16 00:00,账务处理,-199,其他必要开支,人情费,卓帮我买了一条裤子，199元,202102
2021/2/16 00:00,电子钱包余额,500,其他收入,父母资助,妈妈给了500元买衣服钱,202102
2021/2/15 00:00,广发卡,24,文娱游购开支,饮食游乐费,去来宾找覃宇坐车钱,202102
2021/2/15 00:00,花呗,114.18,文娱游购开支,饮食游乐费,饮料、炸鸡,202102
2021/2/15 00:00,账务处理,-237,资产类支出,其他资产类支出,谭鸭血储值卡消费，抵扣余额,202102
2021/2/17 00:00,花呗,510,生活必要开支,交通通信费,桂林去北京机票,202102
2021/2/17 00:00,广发卡,219.8,生活必要开支,房租费,北京2月28日-3月3日三晚住宿费,202102
2021/2/17 00:00,广发卡,-200.8,生活必要开支,房租费,酒店反馈无房，已退回,202102
2021/2/17 00:00,广发卡,115,投资自身开支,教育费,送教练的五包烟,202102
2021/2/17 00:00,现金,40,其他必要开支,人情费,红包，老哥的我帮发,202102
2021/2/17 00:00,电子钱包余额,24.5,生活必要开支,其他必要家用,买A4纸+胶带,202102
2021/2/17 00:00,广发卡,25.3,其他必要开支,医疗费,狗狗的脚伤，医用胶带、纱布,202102
2021/2/17 00:00,广发卡,60,文娱游购开支,饮食游乐费,跟浪浪看电影，你好李焕英,202102
2021/2/17 00:00,电子钱包余额,-30,文娱游购开支,饮食游乐费,跟浪浪看电影，AA,202102
2021/2/17 00:00,电子钱包余额,16,文娱游购开支,饮食游乐费,请浪浪喝甜品,202102
2021/2/17 00:00,花呗,29.3,生活必要开支,必要着装费,买了30双袜子，其中五双给老爸，五双给老哥,202102
2021/2/17 00:00,花呗,164.61,生活必要开支,房租费,北京2月28日-3月3日三晚住宿费,202102
2021/2/17 00:00,电子钱包余额,10,资产类支出,其他资产类支出,充了十块钱交通卡,202102
2021/2/19 00:00,电子钱包余额,7,生活必要开支,伙食费,买了四个包子,202102
2021/2/19 00:00,电子钱包余额,5,生活必要开支,伙食费,两包盐,202102
2021/2/19 00:00,花呗,19.21,文娱游购开支,日常购物费,帮老爸买了一个硅胶手机壳,202102
2021/2/19 00:00,花呗,370,资产类支出,应收账款,帮老妈买了回柳机票,202102
2021/2/20 00:00,电子钱包余额,-370,资产类支出,应收账款,老妈还我钱,202102
2021/2/20 00:00,电子钱包余额,30,其他收入,其他收入,老妈多还30元，入收入,202102
2021/2/21 00:00,广发卡,5,文娱游购开支,饮食游乐费,夜宵两瓶豆奶,202102
2021/2/18 00:00,花呗,17.5,生活必要开支,交通通信费,柳州到鹿寨车票,202102
2021/2/22 00:00,电子钱包余额,1,财务费用开支,金融手续费与罚款,转账到卡手续费,202102
2021/2/22 00:00,电子钱包余额,1000,负债类减记,银行借款还款,网商贷还款1000元,202102
2021/2/22 00:00,电子钱包余额,2,生活必要开支,伙食费,买了一瓶水,202102
2021/2/22 00:00,电子钱包余额,7,生活必要开支,伙食费,买了四个包子,202102
2021/2/24 00:00,电子钱包余额,3.5,生活必要开支,伙食费,到文华考场买了一个包子,202102
2021/2/24 00:00,广发卡,1,生活必要开支,交通通信费,去考场一元钱坐快9,202102
2021/2/24 00:00,电子钱包余额,12.5,生活必要开支,伙食费,早午餐，一碗粉加了炸蛋,202102
2021/2/24 00:00,广发卡,1,生活必要开支,交通通信费,坐车去考科目四,202102
2021/2/24 00:00,花呗,5,文娱游购开支,饮食游乐费,买了一瓶饮料,202102
2021/2/24 00:00,广发卡,500,资产类支出,其他资产类支出,warmcar押金支付,202102
2021/2/24 00:00,广发卡,10.16,生活必要开支,交通通信费,共享汽车，从交警支队开回家,202102
2021/2/24 00:00,电子钱包余额,3,生活必要开支,伙食费,青菜,202102
2021/2/24 00:00,花呗,27.16,文娱游购开支,日常购物费,再买了一个手机壳，送钢化膜,202102
2021/2/25 00:00,广发卡,5,文娱游购开支,饮食游乐费,螺蛳粉买了两瓶豆奶,202102
2021/2/25 00:00,广发卡,20,其他必要开支,医疗费,核酸检测费,202102
2021/2/25 00:00,广发卡,31.98,生活必要开支,伙食费,两盒鸡蛋,202102
2021/2/26 00:00,广发卡,200,生活必要开支,交通通信费,给老爸车加油200元,202102
2021/2/25 00:00,账务处理,65,资产类支出,其他资产类支出,谭鸭血-林梦华帮我充了500元（得600），消费535元，剩65元白进账,202102
2021/2/27 00:00,广发卡,39.2,生活必要开支,伙食费,三黄鸡、面条若干,202102
2021/2/27 00:00,广发卡,61,文娱游购开支,饮食游乐费,钟点房61元,202102
2021/2/27 00:00,广发卡,9,生活必要开支,伙食费,螺蛳粉,202102
2021/2/27 00:00,电子钱包余额,1,文娱游购开支,饮食游乐费,停车费一元,202102
2021/2/27 00:00,广发卡,149,生活必要开支,必要着装费,一件衬衫,202102
2021/2/28 00:00,广发卡,6,文娱游购开支,饮食游乐费,豆奶两瓶,202102
2021/2/28 00:00,电子钱包余额,40,生活必要开支,伙食费,去华宝菜市买菜,202102
2021/2/28 00:00,电子钱包余额,20,生活必要开支,交通通信费,机场大巴,202102
2021/2/28 00:00,电子钱包余额,15,生活必要开支,伙食费,桂林米粉一碗,202102
2021/2/28 00:00,电子钱包余额,1.01,其他收入,其他收入,群里抢红包,202102
2021/2/28 00:00,电子钱包余额,35,生活必要开支,其他必要家用,买了一把雨伞,202102
2021/2/28 00:00,电子钱包余额,2,生活必要开支,伙食费,农夫山泉,202102
2021/2/28 00:00,广发卡,40,生活必要开支,伙食费,泡面、零食、肉肠,202102
2021/2/28 00:00,广发卡,93.7,生活必要开支,其他必要家用,日用必需品,202102
2021/2/28 00:00,花呗,1.9,生活必要开支,伙食费,饿了么会员,202102
2021/2/28 00:00,花呗,2,文娱游购开支,饮食游乐费,借充电宝,202102
2021/2/27 00:00,电子钱包余额,10000,负债类增记,银行借款,借了借呗10000元,202102
2021/2/27 00:00,花呗,48.68,文娱游购开支,饮食游乐费,在酒店点外卖，点了炸鸡,202102
2021/2/28 00:00,花呗,32.5,生活必要开支,交通通信费,补动车票,202102
2021/2/28 00:00,电子钱包余额,70,资产类支出,其他资产类支出,公交卡充值,202102
2021/2/28 00:00,账务处理,39,生活必要开支,交通通信费,从大兴机场坐地铁到酒店,202102
2021/2/28 00:00,广发卡,-7.96,生活必要开支,伙食费,信用卡二月消费返还，20210121-20210217,202102
2021/2/28 00:00,广发卡,-500,资产类支出,其他资产类支出,warmcar押金支付,202102
2021/2/28 00:00,账务处理,-80,资产类支出,其他资产类支出,公交卡充值-消费抵扣,202102
2021/2/1 00:00,账务处理,2221.12,负债类增记,账单补记,1月信用卡账单补记,202103
2021/2/1 00:00,账务处理,1553.24,负债类增记,账单补记,1月花呗账单补记,202103
2021/3/1 00:00,账务处理,82.90670019,财务费用开支,金融利息支出,本月利息支出,202103
2021/3/5 00:00,账务处理,82.90670019,财务费用开支,金融利息支出,本月利息支出,202103
2021/3/8 00:00,账务处理,82.90670019,财务费用开支,金融利息支出,本月利息支出,202103
2021/3/12 00:00,账务处理,82.90670019,财务费用开支,金融利息支出,本月利息支出,202103
2021/3/15 00:00,账务处理,82.90670019,财务费用开支,金融利息支出,本月利息支出,202103
2021/3/19 00:00,账务处理,82.90670019,财务费用开支,金融利息支出,本月利息支出,202103
2021/3/22 00:00,账务处理,82.90670019,财务费用开支,金融利息支出,本月利息支出,202103
2021/3/26 00:00,账务处理,82.90670019,财务费用开支,金融利息支出,本月利息支出,202103
2021/3/31 00:00,账务处理,82.90670019,财务费用开支,金融利息支出,本月利息支出,202103
2021/3/1 00:00,账务处理,162.2222222,生活必要开支,房租费,本月房租摊销1460元,202103
2021/3/5 00:00,账务处理,162.2222222,生活必要开支,房租费,本月房租摊销1460元,202103
2021/3/8 00:00,账务处理,162.2222222,生活必要开支,房租费,本月房租摊销1460元,202103
2021/3/12 00:00,账务处理,162.2222222,生活必要开支,房租费,本月房租摊销1460元,202103
2021/3/15 00:00,账务处理,162.2222222,生活必要开支,房租费,本月房租摊销1460元,202103
2021/3/19 00:00,账务处理,162.2222222,生活必要开支,房租费,本月房租摊销1460元,202103
2021/3/22 00:00,账务处理,162.2222222,生活必要开支,房租费,本月房租摊销1460元,202103
2021/3/26 00:00,账务处理,162.2222222,生活必要开支,房租费,本月房租摊销1460元,202103
2021/3/31 00:00,账务处理,162.2222222,生活必要开支,房租费,本月房租摊销1460元,202103
2021/3/20 00:00,花呗,15,文娱游购开支,日常购物费,APPLE MUSIC 订阅费,202103
2021/2/25 00:00,花呗,111.25,文娱游购开支,日常购物费,买了一个充电宝,202103
2021/3/1 00:00,电子钱包余额,23,其他必要开支,医疗费,60个口罩,202103
2021/3/1 00:00,电子钱包余额,10,生活必要开支,伙食费,一个煎饼，早餐,202103
2021/3/1 00:00,电子钱包余额,12.5,生活必要开支,伙食费,一斤煎饼,202103
2021/3/1 00:00,花呗,216.45,生活必要开支,房租费,清逸园宾馆，三天，到6号。,202103
2021/3/1 00:00,花呗,27.5,生活必要开支,伙食费,外卖，米线,202103
2021/3/1 00:00,花呗,24.25,文娱游购开支,饮食游乐费,两瓶饮料，一瓶口香糖,202103
2021/3/1 00:00,电子钱包余额,20,生活必要开支,交通通信费,晚上坐车去角门东，第二天去金台夕照拿钥匙，回角门东，在回酒店。单程五元，共20。,202103
2021/3/2 00:00,花呗,38,生活必要开支,必要着装费,买了一个商务款提包,202103
2021/3/3 00:00,电子钱包余额,5,生活必要开支,必要着装费,衣服破了，拿去补,202103
2021/3/3 00:00,电子钱包余额,15.5,生活必要开支,伙食费,馅饼若干,202103
2021/3/3 00:00,电子钱包余额,21,生活必要开支,伙食费,泡面、鸡脚、卤蛋,202103
2021/3/4 00:00,电子钱包余额,27,生活必要开支,伙食费,馅饼若干,202103
2021/3/4 00:00,电子钱包余额,10,生活必要开支,伙食费,一碗大碗拉面,202103
2021/3/4 00:00,花呗,38,文娱游购开支,饮食游乐费,润滑油一瓶,202103
2021/3/4 00:00,电子钱包余额,9,生活必要开支,交通通信费,去蒲黄榆看房，然后回首经贸,202103
2021/3/5 00:00,花呗,24,生活必要开支,伙食费,在公益西桥地铁商场吃黄焖鸡米饭,202103
2021/3/5 00:00,电子钱包余额,2670.68,负债类减记,银行借款还款,分期乐本期账单还款,202103
2021/3/5 00:00,花呗,50,生活必要开支,交通通信费,信用卡自动充值电话费,202103
2021/3/5 00:00,花呗,18.9,生活必要开支,其他必要家用,买了一个热水壶，送家里,202103
2021/3/5 00:00,花呗,10.1,生活必要开支,必要着装费,一个皮带,202103
2021/3/6 00:00,电子钱包余额,25.9,生活必要开支,伙食费,点外卖，田老师红烧肉，熏鸭肉丸饭,202103
2021/3/6 00:00,电子钱包余额,5800,资产类支出,长期待摊费用,预付房租-房租押一付三,202103
2021/3/6 00:00,电子钱包余额,300,生活必要开支,房租费,房屋中介费300元,202103
2021/3/6 00:00,账务处理,-1460,资产类支出,长期待摊费用,预付房租-本月房租摊销入账，1400+60,202103
2021/3/5 00:00,花呗,296.2,生活必要开支,其他必要家用,床上用品,202103
2021/3/5 00:00,花呗,64.7,生活必要开支,其他必要家用,电饭锅、洗衣液,202103
2021/3/6 00:00,花呗,96,其他必要开支,人情费,送鱼总生日礼物，一个猪牛玩偶,202103
2021/3/6 00:00,花呗,223,文娱游购开支,饮食游乐费,请他吃火锅,202103
2021/3/6 00:00,电子钱包余额,180,工作收入,兼职收入,家教兼职收入,202103
2021/3/6 00:00,账务处理,20,生活必要开支,交通通信费,地铁公交支出,202103
2021/3/7 00:00,电子钱包余额,50,生活必要开支,交通通信费,充值公交卡,202103
2021/3/7 00:00,花呗,21.98,生活必要开支,伙食费,点了一份外卖，烤肉拌饭,202103
2021/3/7 00:00,花呗,48,生活必要开支,伙食费,各种吃的,202103
2021/3/7 00:00,花呗,238.5,生活必要开支,其他必要家用,各种家居日用品,202103
2021/3/7 00:00,电子钱包余额,22,生活必要开支,伙食费,一瓶水、两包鸡爪、一瓶生抽,202103
2021/3/8 00:00,花呗,18.43,文娱游购开支,日常购物费,一个坐垫,202103
2021/3/8 00:00,花呗,19.4,文娱游购开支,日常购物费,一个led小台灯,202103
2021/3/8 00:00,花呗,23.7,生活必要开支,伙食费,鸡蛋、米,202103
2021/3/8 00:00,花呗,21.9,生活必要开支,伙食费,皮蛋,202103
2021/3/8 00:00,电子钱包余额,20,生活必要开支,交通通信费,让老哥寄书和鞋子，邮费20,202103
2021/3/9 00:00,花呗,41.2,生活必要开支,伙食费,碎肉、丸子、青菜、葱花,202103
2021/3/8 00:00,花呗,45,生活必要开支,伙食费,鱼总肚子不舒服，买了一碗鸡汤送过去,202103
2021/3/9 00:00,电子钱包余额,1.12,财务费用开支,金融手续费与罚款,转账手续费、汇兑交易手续费,202103
